,filename,distance_score,index
0,image_0037.jpg,0.13251853,36
1,image_0016.jpg,0.13901675,15
2,image_0036.jpg,0.1605885,35
3,image_0017.jpg,0.16243178,16
4,image_0049.jpg,0.1639257,48
